NVIDIA_GeForce_RTX_4090
Final results:	16	4096	4096	2	1	60	557	557
Final results:	16	4096	4096	2	0.9	59	559	503
Final results:	16	4096	4096	2	0.8	59	560	448
Final results:	16	4096	4096	2	0.7	59	559	391
Final results:	16	4096	4096	2	0.6	59	559	335
Final results:	16	4096	4096	2	0.5	59	560	280
Final results:	16	4096	4096	2	0.4	59	559	223
Final results:	16	4096	4096	2	0.3	59	561	168
Final results:	16	4096	4096	2	0.2	59	560	112
Final results:	16	4096	4096	2	0.1	60	557	55
Final results:	16	4096	4096	2	0.05	59	559	27
Final results:	16	4096	4096	3	1	163	205	205
Final results:	16	4096	4096	3	0.9	148	225	203
Final results:	16	4096	4096	3	0.8	129	259	207
Final results:	16	4096	4096	3	0.7	112	298	209
Final results:	16	4096	4096	3	0.6	99	336	201
Final results:	16	4096	4096	3	0.5	88	380	190
Final results:	16	4096	4096	3	0.4	76	439	175
Final results:	16	4096	4096	3	0.3	63	526	158
Final results:	16	4096	4096	3	0.2	49	680	136
Final results:	16	4096	4096	3	0.1	30	1115	111
Final results:	16	4096	4096	3	0.05	21	1532	76
Final results:	16	4096	4096	7	1	66	502	502
Final results:	16	4096	4096	7	0.9	61	544	490
Final results:	16	4096	4096	7	0.8	55	609	487
Final results:	16	4096	4096	7	0.7	49	675	473
Final results:	16	4096	4096	7	0.6	43	774	464
Final results:	16	4096	4096	7	0.5	37	885	442
Final results:	16	4096	4096	7	0.4	31	1051	420
Final results:	16	4096	4096	7	0.3	25	1331	399
Final results:	16	4096	4096	7	0.2	20	1654	330
Final results:	16	4096	4096	7	0.1	15	2158	215
Final results:	16	4096	4096	7	0.05	13	2500	125
Final results:	16	8192	8192	2	1	166	806	806
Final results:	16	8192	8192	2	0.9	166	807	726
Final results:	16	8192	8192	2	0.8	166	807	645
Final results:	16	8192	8192	2	0.7	166	807	565
Final results:	16	8192	8192	2	0.6	166	807	484
Final results:	16	8192	8192	2	0.5	166	806	403
Final results:	16	8192	8192	2	0.4	166	807	322
Final results:	16	8192	8192	2	0.3	166	807	242
Final results:	16	8192	8192	2	0.2	166	807	161
Final results:	16	8192	8192	2	0.1	166	807	80
Final results:	16	8192	8192	2	0.05	166	807	40
Final results:	16	8192	8192	3	1	1176	114	114
Final results:	16	8192	8192	3	0.9	998	134	121
Final results:	16	8192	8192	3	0.8	800	167	134
Final results:	16	8192	8192	3	0.7	606	221	154
Final results:	16	8192	8192	3	0.6	448	299	179
Final results:	16	8192	8192	3	0.5	306	438	219
Final results:	16	8192	8192	3	0.4	218	615	246
Final results:	16	8192	8192	3	0.3	162	828	248
Final results:	16	8192	8192	3	0.2	118	1136	227
Final results:	16	8192	8192	3	0.1	76	1750	175
Final results:	16	8192	8192	3	0.05	50	2658	132
Final results:	16	8192	8192	7	1	236	567	567
Final results:	16	8192	8192	7	0.9	218	613	551
Final results:	16	8192	8192	7	0.8	199	672	538
Final results:	16	8192	8192	7	0.7	177	757	530
Final results:	16	8192	8192	7	0.6	154	869	521
Final results:	16	8192	8192	7	0.5	129	1037	518
Final results:	16	8192	8192	7	0.4	105	1274	509
Final results:	16	8192	8192	7	0.3	81	1647	494
Final results:	16	8192	8192	7	0.2	59	2255	451
Final results:	16	8192	8192	7	0.1	40	3285	328
Final results:	16	8192	8192	7	0.05	32	4184	209
Final results:	16	8192	29568	2	1	524	924	924
Final results:	16	8192	29568	2	0.9	524	924	831
Final results:	16	8192	29568	2	0.8	524	924	739
Final results:	16	8192	29568	2	0.7	524	924	647
Final results:	16	8192	29568	2	0.6	524	924	554
Final results:	16	8192	29568	2	0.5	524	923	461
Final results:	16	8192	29568	2	0.4	523	924	369
Final results:	16	8192	29568	2	0.3	524	924	277
Final results:	16	8192	29568	2	0.2	524	924	184
Final results:	16	8192	29568	2	0.1	524	924	92
Final results:	16	8192	29568	2	0.05	524	924	46
Final results:	16	8192	29568	3	1	27020	17	17
Final results:	16	8192	29568	3	0.9	20898	23	20
Final results:	16	8192	29568	3	0.8	14732	32	26
Final results:	16	8192	29568	3	0.7	8916	54	38
Final results:	16	8192	29568	3	0.6	5879	82	49
Final results:	16	8192	29568	3	0.5	4242	114	57
Final results:	16	8192	29568	3	0.4	2566	188	75
Final results:	16	8192	29568	3	0.3	1450	333	100
Final results:	16	8192	29568	3	0.2	666	726	145
Final results:	16	8192	29568	3	0.1	203	2376	237
Final results:	16	8192	29568	3	0.05	112	4316	215
Final results:	16	8192	29568	7	1	684	707	707
Final results:	16	8192	29568	7	0.9	628	770	693
Final results:	16	8192	29568	7	0.8	567	853	683
Final results:	16	8192	29568	7	0.7	502	963	674
Final results:	16	8192	29568	7	0.6	440	1099	659
Final results:	16	8192	29568	7	0.5	379	1277	638
Final results:	16	8192	29568	7	0.4	315	1533	613
Final results:	16	8192	29568	7	0.3	254	1904	571
Final results:	16	8192	29568	7	0.2	187	2583	516
Final results:	16	8192	29568	7	0.1	116	4152	415
Final results:	16	8192	29568	7	0.05	88	5464	273
Final results:	16	32000	5120	2	1	362	903	903
Final results:	16	32000	5120	2	0.9	362	903	813
Final results:	16	32000	5120	2	0.8	362	903	722
Final results:	16	32000	5120	2	0.7	362	903	632
Final results:	16	32000	5120	2	0.6	362	903	542
Final results:	16	32000	5120	2	0.5	362	903	451
Final results:	16	32000	5120	2	0.4	362	903	361
Final results:	16	32000	5120	2	0.3	362	903	271
Final results:	16	32000	5120	2	0.2	362	903	180
Final results:	16	32000	5120	2	0.1	362	903	90
Final results:	16	32000	5120	2	0.05	362	903	45
Final results:	16	32000	5120	3	1	1619	202	202
Final results:	16	32000	5120	3	0.9	1358	241	217
Final results:	16	32000	5120	3	0.8	1042	314	251
Final results:	16	32000	5120	3	0.7	811	403	282
Final results:	16	32000	5120	3	0.6	650	503	302
Final results:	16	32000	5120	3	0.5	539	607	303
Final results:	16	32000	5120	3	0.4	436	751	300
Final results:	16	32000	5120	3	0.3	334	978	293
Final results:	16	32000	5120	3	0.2	235	1394	278
Final results:	16	32000	5120	3	0.1	135	2424	242
Final results:	16	32000	5120	3	0.05	85	3845	192
Final results:	16	32000	5120	7	1	482	679	679
Final results:	16	32000	5120	7	0.9	443	739	665
Final results:	16	32000	5120	7	0.8	399	819	655
Final results:	16	32000	5120	7	0.7	358	915	640
Final results:	16	32000	5120	7	0.6	315	1037	622
Final results:	16	32000	5120	7	0.5	273	1196	598
Final results:	16	32000	5120	7	0.4	232	1410	564
Final results:	16	32000	5120	7	0.3	186	1757	527
Final results:	16	32000	5120	7	0.2	134	2444	488
Final results:	16	32000	5120	7	0.1	84	3887	388
Final results:	16	32000	5120	7	0.05	63	5169	258
Final results:	16	32000	8192	2	1	562	931	931
Final results:	16	32000	8192	2	0.9	562	931	838
Final results:	16	32000	8192	2	0.8	563	930	744
Final results:	16	32000	8192	2	0.7	562	931	652
Final results:	16	32000	8192	2	0.6	562	931	559
Final results:	16	32000	8192	2	0.5	562	931	465
Final results:	16	32000	8192	2	0.4	562	931	372
Final results:	16	32000	8192	2	0.3	562	931	279
Final results:	16	32000	8192	2	0.2	562	931	186
Final results:	16	32000	8192	2	0.1	562	931	93
Final results:	16	32000	8192	2	0.05	562	931	46
Final results:	16	32000	8192	3	1	4426	118	118
Final results:	16	32000	8192	3	0.9	3743	140	126
Final results:	16	32000	8192	3	0.8	2959	177	141
Final results:	16	32000	8192	3	0.7	2233	234	164
Final results:	16	32000	8192	3	0.6	1584	330	198
Final results:	16	32000	8192	3	0.5	1049	499	249
Final results:	16	32000	8192	3	0.4	711	737	294
